condition	sample
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868037
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868038
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868039
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868040
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868042
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868043
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868044
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868045
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868046
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868047
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868048
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868049
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868050
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868051
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868053
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868054
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868055
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868056
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868057
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868058
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868059
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868060
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868061
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868062
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868063
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868064
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868065
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868066
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868067
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868068
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868069
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868070
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868072
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868073
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868074
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868075
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868076
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868077
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868078
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868079
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868080
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868081
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868082
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868084
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868085
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868086
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868087
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868088
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868089
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868090
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868091
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868092
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868093
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868094
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868095
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868096
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868097
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868098
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868099
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868100
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868101
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868102
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868103
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868104
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868105
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868106
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868107
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868109
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868110
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868111
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868112
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868113
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868114
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868115
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868116
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868117
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868118
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868119
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868120
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868121
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868122
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868124
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868125
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868126
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868127
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868128
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868129
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868130
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868131
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868132
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868133
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868134
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868135
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868136
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868137
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868138
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868139
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868140
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868141
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868142
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868143
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868144
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868145
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868146
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868147
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868148
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868149
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868150
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868151
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868152
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868153
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868154
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868155
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868156
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868157
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868158
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868159
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868160
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868123
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868003
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867995
Granule_Cell_of_Human_Dentate_Gyrus	SRR10867971
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868052
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868083
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868014
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868015
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868041
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868071
Granule_Cell_of_Human_Dentate_Gyrus	SRR10868108
dorsolateral_prefrontal_cortex	SRR5804411
dorsolateral_prefrontal_cortex	SRR5804417
dorsolateral_prefrontal_cortex	SRR5804424
dorsolateral_prefrontal_cortex	SRR5804432
dorsolateral_prefrontal_cortex	SRR5804439
dorsolateral_prefrontal_cortex	SRR5804442
ventrolateral_prefrontal_cortex	SRR5804412
ventrolateral_prefrontal_cortex	SRR5804418
ventrolateral_prefrontal_cortex	SRR5804425
ventrolateral_prefrontal_cortex	SRR5804433
premotor_cortex	SRR5804413
premotor_cortex	SRR5804419
premotor_cortex	SRR5804426
premotor_cortex	SRR5804434
premotor_cortex	SRR5804440
premotor_cortex	SRR5804443
primary_visual_cortex	SRR5804414
primary_visual_cortex	SRR5804420
primary_visual_cortex	SRR5804427
primary_visual_cortex	SRR5804435
primary_visual_cortex	SRR5804444
anterior_cingulate_cortex	SRR5804415
anterior_cingulate_cortex	SRR5804421
anterior_cingulate_cortex	SRR5804428
anterior_cingulate_cortex	SRR5804436
anterior_cingulate_cortex	SRR5804445
striatum	SRR5804416
striatum	SRR5804422
striatum	SRR5804429
striatum	SRR5804437
striatum	SRR5804446
cerebellum	SRR5804423
cerebellum	SRR5804431
cerebellum	SRR5804438
cerebellum	SRR5804441
cerebellum	SRR5804447
Prefrontal_cortex	SRR2815952
Prefrontal_cortex	SRR2815953
Prefrontal_cortex	SRR2815954
Prefrontal_cortex	SRR2815955
Prefrontal_cortex	SRR2815956
Prefrontal_cortex	SRR2815957
Prefrontal_cortex	SRR2815958
Prefrontal_cortex	SRR2815959
Prefrontal_cortex	SRR2815960
Prefrontal_cortex	SRR2815961
Prefrontal_cortex	SRR2815962
Prefrontal_cortex	SRR2815963
Prefrontal_cortex	SRR2815964
Prefrontal_cortex	SRR2815965
Prefrontal_cortex	SRR2815966
Prefrontal_cortex	SRR2815967
Prefrontal_cortex	SRR2815968
Prefrontal_cortex	SRR2815969
Prefrontal_cortex	SRR2815970
Prefrontal_cortex	SRR2815971
Prefrontal_cortex	SRR2815972
Prefrontal_cortex	SRR2815973
Prefrontal_cortex	SRR2815974
Prefrontal_cortex	SRR2815975
Prefrontal_cortex	SRR2815976
Prefrontal_cortex	SRR2815977
Prefrontal_cortex	SRR2815978
Prefrontal_cortex	SRR2815979
Prefrontal_cortex	SRR2815980
Prefrontal_cortex	SRR2815981
Prefrontal_cortex	SRR2815982
Prefrontal_cortex	SRR2815983
Prefrontal_cortex	SRR2815984
Prefrontal_cortex	SRR2815985
Prefrontal_cortex	SRR2815986
Prefrontal_cortex	SRR2815987
Prefrontal_cortex	SRR2815988
Prefrontal_cortex	SRR2815989
Prefrontal_cortex	SRR2815990
Prefrontal_cortex	SRR2815991
Prefrontal_cortex	SRR2815992
Prefrontal_cortex	SRR2815993
Prefrontal_cortex	SRR2815994
Prefrontal_cortex	SRR2815995
Prefrontal_cortex	SRR2815996
Prefrontal_cortex	SRR2815997
Prefrontal_cortex	SRR2815998
Prefrontal_cortex	SRR2815999
Prefrontal_cortex	SRR2816000
Prefrontal_cortex	SRR2816001
Prefrontal_cortex	SRR2816002
Prefrontal_cortex	SRR2816003
Prefrontal_cortex	SRR2816004
Prefrontal_cortex	SRR2816005
Prefrontal_cortex	SRR2816006
Prefrontal_cortex	SRR2816007
Prefrontal_cortex	SRR2816008
Prefrontal_cortex	SRR2816009
Prefrontal_cortex	SRR2816010
Prefrontal_cortex	SRR2816011
Prefrontal_cortex	SRR2816012
Prefrontal_cortex	SRR2816013
Prefrontal_cortex	SRR2816014
Prefrontal_cortex	SRR2816015
Prefrontal_cortex	SRR2816016
Prefrontal_cortex	SRR2816017
Prefrontal_cortex	SRR2816018
Prefrontal_cortex	SRR2816019
Prefrontal_cortex	SRR2816020
Prefrontal_cortex	SRR2816021
Prefrontal_cortex	SRR2816022
Prefrontal_cortex	SRR2816023
Prefrontal_cortex	SRR2816093
Prefrontal_cortex	SRR2816094
Prefrontal_cortex	SRR2816095
Prefrontal_cortex	SRR2816096
Prefrontal_cortex	SRR2816097
Prefrontal_cortex	SRR2816098
Prefrontal_cortex	SRR2816099
Prefrontal_cortex	SRR2816100
Prefrontal_cortex	SRR2816101
Prefrontal_cortex	SRR2816102
Prefrontal_cortex	SRR2816103
Prefrontal_cortex	SRR2816104
Prefrontal_cortex	SRR2816105
Prefrontal_cortex	SRR2816106
Prefrontal_cortex	SRR2816107
Prefrontal_cortex	SRR2816108
Prefrontal_cortex	SRR2816109
Prefrontal_cortex	SRR2816110
Prefrontal_cortex	SRR2816111
Prefrontal_cortex	SRR2816112
Prefrontal_cortex	SRR2816113
Prefrontal_cortex	SRR2816114
Prefrontal_cortex	SRR2816115
Prefrontal_cortex	SRR2816116
Prefrontal_cortex	SRR2816117
Prefrontal_cortex	SRR2816118
Prefrontal_cortex	SRR2816119
Prefrontal_cortex	SRR2816120
Prefrontal_cortex	SRR2816121
Prefrontal_cortex	SRR2816122
brain	ERR030890
brain	ERR030882
16_Tissues_mixture	ERR030857
16_Tissues_mixture	ERR030861
16_Tissues_mixture	ERR030862
16_Tissues_mixture	ERR030868
16_Tissues_mixture	ERR030869
16_Tissues_mixture	ERR030860
16_Tissues_mixture	ERR030856
16_Tissues_mixture	ERR030859
16_Tissues_mixture	ERR030867
16_Tissues_mixture	ERR030866
16_Tissues_mixture	ERR030871
16_Tissues_mixture	ERR030864
16_Tissues_mixture	ERR030865
16_Tissues_mixture	ERR030858
16_Tissues_mixture	ERR030870
16_Tissues_mixture	ERR030863
